,diffusion_time_ns,delay_us,crescent_saturation,counts_x,counts_y,replicate
621,73394,360,1.25,1909,4265,3
622,73394,360,1.25,1895,4226,4
623,73394,360,1.25,1928,4217,5
624,73394,360,6.25,1035,2122,0
625,73394,360,6.25,968,2117,1
626,73394,360,6.25,967,2191,2
627,73394,360,6.25,950,2167,3
628,73394,360,6.25,1033,2205,4
629,73394,360,6.25,1036,2171,5
630,73394,420,0.01,3631,7996,0
631,73394,420,0.01,3548,7773,1
632,73394,420,0.01,3608,7980,2
633,73394,420,0.01,3604,8059,3
634,73394,420,0.01,3619,8037,4
635,73394,420,0.01,3587,7829,5
636,73394,420,0.05,3484,7655,0
637,73394,420,0.05,3464,7635,1
638,73394,420,0.05,3395,7648,2
639,73394,420,0.05,3343,7535,3
640,73394,420,0.05,3455,7546,4
641,73394,420,0.05,3453,7650,5
642,73394,420,0.25,2898,6239,0
643,73394,420,0.25,2881,6273,1
644,73394,420,0.25,2937,6264,2
645,73394,420,0.25,2888,6277,3
646,73394,420,0.25,2786,6366,4
647,73394,420,0.25,2785,6246,5
648,73394,420,1.25,1818,4067,0
649,73394,420,1.25,1836,3939,1
650,73394,420,1.25,1766,3862,2
651,73394,420,1.25,1808,4003,3
652,73394,420,1.25,1757,4072,4
653,73394,420,1.25,1761,3926,5
654,73394,420,6.25,944,2044,0
655,73394,420,6.25,939,2031,1
656,73394,420,6.25,967,2123,2
657,73394,420,6.25,949,2127,3
658,73394,420,6.25,949,2036,4
659,73394,420,6.25,961,2078,5
660,73394,480,0.01,3356,7469,0
661,73394,480,0.01,3526,7521,1
662,73394,480,0.01,3497,7623,2
663,73394,480,0.01,3365,7360,3
664,73394,480,0.01,3395,7681,4
665,73394,480,0.01,3397,7543,5
666,73394,480,0.05,3267,7255,0
667,73394,480,0.05,3307,7218,1
668,73394,480,0.05,3189,7072,2
669,73394,480,0.05,3223,7106,3
670,73394,480,0.05,3276,7176,4
671,73394,480,0.05,3289,7148,5
672,73394,480,0.25,2703,5825,0
673,73394,480,0.25,2631,5916,1
674,73394,480,0.25,2672,5732,2
675,73394,480,0.25,2721,5949,3
676,73394,480,0.25,2705,5885,4
677,73394,480,0.25,2652,5911,5
678,73394,480,1.25,1719,3797,0
679,73394,480,1.25,1727,3642,1
680,73394,480,1.25,1671,3719,2
681,73394,480,1.25,1727,3763,3
682,73394,480,1.25,1660,3739,4
683,73394,480,1.25,1642,3586,5
684,73394,480,6.25,809,1861,0
685,73394,480,6.25,857,1958,1
686,73394,480,6.25,862,1958,2
687,73394,480,6.25,929,1907,3
688,73394,480,6.25,878,1990,4
689,73394,480,6.25,886,1979,5
690,73394,540,0.01,3191,7061,0
691,73394,540,0.01,3166,7141,1
692,73394,540,0.01,3120,7078,2
693,73394,540,0.01,3238,7097,3
694,73394,540,0.01,3264,7107,4
695,73394,540,0.01,3118,7052,5
696,73394,540,0.05,3058,6704,0
697,73394,540,0.05,2981,6713,1
698,73394,540,0.05,3108,6815,2
699,73394,540,0.05,3029,6781,3
700,73394,540,0.05,3024,6745,4
701,73394,540,0.05,3054,6852,5
702,73394,540,0.25,2540,5669,0
703,73394,540,0.25,2476,5627,1
704,73394,540,0.25,2599,5527,2
705,73394,540,0.25,2469,5655,3
706,73394,540,0.25,2523,5598,4
707,73394,540,0.25,2476,5533,5
708,73394,540,1.25,1581,3509,0
709,73394,540,1.25,1554,3554,1
710,73394,540,1.25,1607,3481,2
711,73394,540,1.25,1570,3651,3
712,73394,540,1.25,1655,3490,4
713,73394,540,1.25,1528,3583,5
714,73394,540,6.25,836,1811,0
715,73394,540,6.25,816,1885,1
716,73394,540,6.25,776,1781,2
717,73394,540,6.25,811,1863,3
718,73394,540,6.25,859,1788,4
719,73394,540,6.25,805,1908,5
720,73394,600,0.01,3005,6761,0
721,73394,600,0.01,2970,6708,1
722,73394,600,0.01,3041,6589,2
723,73394,600,0.01,3056,6535,3
724,73394,600,0.01,3088,6660,4
725,73394,600,0.01,2988,6690,5
726,73394,600,0.05,2900,6252,0
727,73394,600,0.05,2807,6390,1
728,73394,600,0.05,2876,6180,2
729,73394,600,0.05,2833,6391,3
730,73394,600,0.05,2887,6259,4
731,73394,600,0.05,2839,6333,5
732,73394,600,0.25,2373,5274,0
733,73394,600,0.25,2389,5325,1
734,73394,600,0.25,2373,5357,2
735,73394,600,0.25,2462,5236,3
736,73394,600,0.25,2432,5330,4
737,73394,600,0.25,2312,5338,5
738,73394,600,1.25,1515,3369,0
739,73394,600,1.25,1555,3313,1
740,73394,600,1.25,1459,3296,2
741,73394,600,1.25,1460,3413,3
742,73394,600,1.25,1499,3279,4
743,73394,600,1.25,1478,3443,5
744,73394,600,6.25,761,1715,0
745,73394,600,6.25,797,1691,1
746,73394,600,6.25,743,1689,2
747,73394,600,6.25,753,1783,3
748,73394,600,6.25,788,1701,4
749,73394,600,6.25,771,1700,5
750,73394,660,0.01,2828,6400,0
751,73394,660,0.01,2660,6379,1
752,73394,660,0.01,2883,6211,2
753,73394,660,0.01,2866,6137,3
754,73394,660,0.01,2867,6391,4
755,73394,660,0.01,2813,6206,5
756,73394,660,0.05,2710,5944,0
757,73394,660,0.05,2719,5932,1
758,73394,660,0.05,2637,6032,2
759,73394,660,0.05,2636,6014,3
760,73394,660,0.05,2792,5944,4
761,73394,660,0.05,2709,5961,5
762,73394,660,0.25,2261,4855,0
763,73394,660,0.25,2256,5035,1
764,73394,660,0.25,2299,4950,2
765,73394,660,0.25,2264,4837,3
766,73394,660,0.25,2240,4939,4
767,73394,660,0.25,2213,4937,5
768,73394,660,1.25,1381,3226,0
769,73394,660,1.25,1476,3147,1
770,73394,660,1.25,1428,3048,2
771,73394,660,1.25,1398,3149,3
772,73394,660,1.25,1422,3147,4
773,73394,660,1.25,1446,3122,5
774,73394,660,6.25,765,1652,0
775,73394,660,6.25,734,1675,1
776,73394,660,6.25,748,1620,2
777,73394,660,6.25,744,1677,3
778,73394,660,6.25,739,1655,4
779,73394,660,6.25,717,1613,5
780,73394,720,0.01,2745,5986,0
781,73394,720,0.01,2697,5869,1
782,73394,720,0.01,2697,5880,2
783,73394,720,0.01,2736,5923,3
784,73394,720,0.01,2743,5919,4
785,73394,720,0.01,2679,5751,5
786,73394,720,0.05,2603,5677,0
787,73394,720,0.05,2545,5566,1
788,73394,720,0.05,2550,5651,2
789,73394,720,0.05,2576,5605,3
790,73394,720,0.05,2480,5629,4
791,73394,720,0.05,2478,5569,5
792,73394,720,0.25,2079,4625,0
793,73394,720,0.25,2116,4560,1
794,73394,720,0.25,2150,4829,2
795,73394,720,0.25,2083,4660,3
796,73394,720,0.25,2124,4613,4
797,73394,720,0.25,2102,4646,5
798,73394,720,1.25,1303,2997,0
799,73394,720,1.25,1367,2979,1
800,73394,720,1.25,1301,2930,2
801,73394,720,1.25,1303,3016,3
802,73394,720,1.25,1311,2943,4
803,73394,720,1.25,1440,2984,5
804,73394,720,6.25,689,1532,0
805,73394,720,6.25,688,1500,1
806,73394,720,6.25,729,1495,2
807,73394,720,6.25,674,1547,3
808,73394,720,6.25,659,1546,4
809,73394,720,6.25,657,1603,5
810,73394,780,0.01,2583,5708,0
811,73394,780,0.01,2468,5569,1
812,73394,780,0.01,2546,5584,2
813,73394,780,0.01,2457,5535,3
814,73394,780,0.01,2459,5609,4
815,73394,780,0.01,2585,5511,5
816,73394,780,0.05,2453,5272,0
817,73394,780,0.05,2420,5133,1
818,73394,780,0.05,2378,5358,2
819,73394,780,0.05,2425,5240,3
820,73394,780,0.05,2426,5359,4
821,73394,780,0.05,2323,5289,5
822,73394,780,0.25,1938,4472,0
823,73394,780,0.25,2043,4401,1
824,73394,780,0.25,2027,4451,2
825,73394,780,0.25,2027,4367,3
826,73394,780,0.25,2000,4333,4
827,73394,780,0.25,1938,4364,5
828,73394,780,1.25,1236,2763,0
829,73394,780,1.25,1210,2808,1
830,73394,780,1.25,1283,2785,2
831,73394,780,1.25,1234,2769,3
832,73394,780,1.25,1257,2698,4
833,73394,780,1.25,1287,2828,5
834,73394,780,6.25,645,1408,0
835,73394,780,6.25,646,1426,1
836,73394,780,6.25,654,1500,2
837,73394,780,6.25,646,1398,3
838,73394,780,6.25,684,1432,4
839,73394,780,6.25,630,1544,5
840,73394,840,0.01,2441,5198,0
841,73394,840,0.01,2330,5227,1
842,73394,840,0.01,2344,5229,2
843,73394,840,0.01,2386,5180,3
844,73394,840,0.01,2392,5260,4
845,73394,840,0.01,2334,5198,5
846,73394,840,0.05,2279,5041,0
847,73394,840,0.05,2177,4909,1
848,73394,840,0.05,2279,5065,2
849,73394,840,0.05,2241,4988,3
850,73394,840,0.05,2262,4974,4
851,73394,840,0.05,2332,5008,5
852,73394,840,0.25,1935,4254,0
853,73394,840,0.25,1886,4222,1
854,73394,840,0.25,1944,4138,2
855,73394,840,0.25,1864,4135,3
856,73394,840,0.25,1896,4164,4
857,73394,840,0.25,1810,4018,5
858,73394,840,1.25,1166,2554,0
859,73394,840,1.25,1172,2689,1
860,73394,840,1.25,1183,2524,2
861,73394,840,1.25,1213,2602,3
862,73394,840,1.25,1211,2583,4
863,73394,840,1.25,1169,2682,5
864,73394,840,6.25,624,1323,0
865,73394,840,6.25,601,1382,1
866,73394,840,6.25,665,1360,2
867,73394,840,6.25,665,1363,3
868,73394,840,6.25,625,1321,4
869,73394,840,6.25,593,1350,5
870,73394,900,0.01,2249,4966,0
871,73394,900,0.01,2222,4972,1
872,73394,900,0.01,2335,5040,2
873,73394,900,0.01,2197,4896,3
874,73394,900,0.01,2266,4938,4
875,73394,900,0.01,2176,5104,5
876,73394,900,0.05,2194,4680,0
877,73394,900,0.05,2206,4730,1
878,73394,900,0.05,2102,4763,2
879,73394,900,0.05,2103,4677,3
880,73394,900,0.05,2111,4596,4
881,73394,900,0.05,2077,4676,5
882,73394,900,0.25,1751,3871,0
883,73394,900,0.25,1795,3806,1
884,73394,900,0.25,1733,3942,2
885,73394,900,0.25,1755,3851,3
886,73394,900,0.25,1733,3922,4
887,73394,900,0.25,1665,3933,5
888,73394,900,1.25,1052,2469,0
889,73394,900,1.25,1134,2437,1
890,73394,900,1.25,1100,2526,2
891,73394,900,1.25,1123,2414,3
892,73394,900,1.25,1148,2425,4
893,73394,900,1.25,1102,2442,5
894,73394,900,6.25,556,1223,0
895,73394,900,6.25,605,1254,1
896,73394,900,6.25,565,1324,2
897,73394,900,6.25,590,1337,3
898,73394,900,6.25,581,1275,4
899,73394,900,6.25,617,1260,5
900,339789,60,0.01,6191,8590,0
901,339789,60,0.01,6299,8636,1
902,339789,60,0.01,6267,8483,2
903,339789,60,0.01,6317,8680,3
904,339789,60,0.01,6413,8512,4
905,339789,60,0.01,6188,8670,5
906,339789,60,0.05,5901,7991,0
907,339789,60,0.05,5917,7897,1
908,339789,60,0.05,5912,8031,2
909,339789,60,0.05,5910,7907,3
910,339789,60,0.05,5913,7841,4
911,339789,60,0.05,6014,7933,5
912,339789,60,0.25,4887,5750,0
913,339789,60,0.25,4893,5846,1
914,339789,60,0.25,4918,5679,2
915,339789,60,0.25,4864,5816,3
916,339789,60,0.25,4981,5797,4
917,339789,60,0.25,4892,5943,5
918,339789,60,1.25,2990,2815,0
919,339789,60,1.25,2923,2862,1
920,339789,60,1.25,2852,2797,2
921,339789,60,1.25,2956,2765,3
922,339789,60,1.25,2887,2784,4
923,339789,60,1.25,2955,2860,5
924,339789,60,6.25,1529,1165,0
925,339789,60,6.25,1444,1148,1
926,339789,60,6.25,1450,1216,2
927,339789,60,6.25,1447,1161,3
928,339789,60,6.25,1563,1149,4
929,339789,60,6.25,1509,1179,5
930,339789,120,0.01,5294,9286,0
931,339789,120,0.01,5457,9253,1
932,339789,120,0.01,5461,9211,2
933,339789,120,0.01,5531,9087,3
934,339789,120,0.01,5550,8978,4
935,339789,120,0.01,5313,9149,5
936,339789,120,0.05,5314,8639,0
937,339789,120,0.05,5193,8584,1
938,339789,120,0.05,5159,8607,2
939,339789,120,0.05,5091,8526,3
940,339789,120,0.05,5268,8822,4
941,339789,120,0.05,5228,8630,5
942,339789,120,0.25,4175,6729,0
943,339789,120,0.25,4234,6688,1
944,339789,120,0.25,4366,6766,2
945,339789,120,0.25,4290,6789,3
946,339789,120,0.25,4226,6756,4
947,339789,120,0.25,4340,6594,5
948,339789,120,1.25,2719,3744,0
949,339789,120,1.25,2788,3699,1
950,339789,120,1.25,2575,3731,2
951,339789,120,1.25,2659,3906,3
952,339789,120,1.25,2653,3806,4
953,339789,120,1.25,2613,3759,5
954,339789,120,6.25,1461,1846,0
955,339789,120,6.25,1311,1818,1
956,339789,120,6.25,1431,1787,2
957,339789,120,6.25,1327,1820,3
958,339789,120,6.25,1383,1755,4
959,339789,120,6.25,1369,1766,5
960,339789,180,0.01,4920,9134,0
961,339789,180,0.01,4875,9210,1
962,339789,180,0.01,4816,9258,2
963,339789,180,0.01,4940,9337,3
964,339789,180,0.01,4942,9194,4
965,339789,180,0.01,4829,9054,5
966,339789,180,0.05,4646,8566,0
967,339789,180,0.05,4652,8868,1
968,339789,180,0.05,4688,8728,2
969,339789,180,0.05,4669,8826,3
970,339789,180,0.05,4695,8764,4
971,339789,180,0.05,4633,8664,5
972,339789,180,0.25,3921,7017,0
973,339789,180,0.25,3841,7088,1
974,339789,180,0.25,3846,6999,2
975,339789,180,0.25,3790,7009,3
976,339789,180,0.25,3803,7024,4
977,339789,180,0.25,3831,6882,5
978,339789,180,1.25,2469,4135,0
979,339789,180,1.25,2390,4122,1
980,339789,180,1.25,2441,4171,2
981,339789,180,1.25,2455,4118,3
982,339789,180,1.25,2518,4144,4
983,339789,180,1.25,2414,4142,5
984,339789,180,6.25,1301,2082,0
985,339789,180,6.25,1322,2072,1
986,339789,180,6.25,1269,2052,2
987,339789,180,6.25,1315,2128,3
988,339789,180,6.25,1241,1994,4
989,339789,180,6.25,1290,2078,5
990,339789,240,0.01,4502,9110,0
991,339789,240,0.01,4527,9236,1
992,339789,240,0.01,4479,8963,2
993,339789,240,0.01,4611,8961,3
994,339789,240,0.01,4472,9000,4
995,339789,240,0.01,4585,9118,5
996,339789,240,0.05,4230,8538,0
997,339789,240,0.05,4225,8588,1
998,339789,240,0.05,4410,8750,2
999,339789,240,0.05,4234,8680,3
1000,339789,240,0.05,4353,8726,4
1001,339789,240,0.05,4286,8642,5
1002,339789,240,0.25,3536,6978,0
1003,339789,240,0.25,3624,6852,1
1004,339789,240,0.25,3531,6994,2
1005,339789,240,0.25,3507,7076,3
1006,339789,240,0.25,3633,7034,4
1007,339789,240,0.25,3705,7125,5
1008,339789,240,1.25,2147,4159,0
1009,339789,240,1.25,2244,4302,1
1010,339789,240,1.25,2269,4309,2
1011,339789,240,1.25,2272,4211,3
1012,339789,240,1.25,2268,4314,4
1013,339789,240,1.25,2224,4231,5
1014,339789,240,6.25,1171,2137,0
1015,339789,240,6.25,1258,2179,1
1016,339789,240,6.25,1187,2159,2
1017,339789,240,6.25,1207,2234,3
1018,339789,240,6.25,1154,2149,4
1019,339789,240,6.25,1124,2195,5
1020,339789,300,0.01,4118,8744,0
1021,339789,300,0.01,4292,8825,1
1022,339789,300,0.01,4155,8662,2
1023,339789,300,0.01,4204,8812,3
1024,339789,300,0.01,4098,8729,4
1025,339789,300,0.01,4020,8657,5
1026,339789,300,0.05,3880,8310,0
1027,339789,300,0.05,3957,8334,1
1028,339789,300,0.05,3898,8276,2
1029,339789,300,0.05,3891,8217,3
1030,339789,300,0.05,4043,8359,4
1031,339789,300,0.05,3992,8299,5
1032,339789,300,0.25,3302,6832,0
1033,339789,300,0.25,3374,6733,1
1034,339789,300,0.25,3254,6765,2
1035,339789,300,0.25,3320,6796,3
1036,339789,300,0.25,3233,6780,4
1037,339789,300,0.25,3202,6933,5
1038,339789,300,1.25,2105,4331,0
1039,339789,300,1.25,2092,4223,1
1040,339789,300,1.25,2091,4251,2
1041,339789,300,1.25,2098,4227,3
1042,339789,300,1.25,2037,4201,4
1043,339789,300,1.25,2093,4112,5
1044,339789,300,6.25,1105,2075,0
1045,339789,300,6.25,1067,2172,1
1046,339789,300,6.25,1082,2254,2
1047,339789,300,6.25,1113,2127,3
1048,339789,300,6.25,1061,2112,4
1049,339789,300,6.25,1028,2157,5
1050,339789,360,0.01,3888,8257,0
1051,339789,360,0.01,3833,8186,1
1052,339789,360,0.01,4025,8400,2
1053,339789,360,0.01,3919,8260,3
1054,339789,360,0.01,3754,8089,4
1055,339789,360,0.01,3856,8272,5
1056,339789,360,0.05,3808,7969,0
1057,339789,360,0.05,3746,7907,1
1058,339789,360,0.05,3654,7878,2
1059,339789,360,0.05,3637,7866,3
1060,339789,360,0.05,3767,7839,4
1061,339789,360,0.05,3665,7915,5
1062,339789,360,0.25,3190,6361,0
1063,339789,360,0.25,3103,6517,1
1064,339789,360,0.25,3098,6481,2
1065,339789,360,0.25,3140,6471,3
1066,339789,360,0.25,2986,6429,4
1067,339789,360,0.25,3056,6588,5
1068,339789,360,1.25,1939,4024,0
1069,339789,360,1.25,1934,4023,1
1070,339789,360,1.25,1927,3922,2
1071,339789,360,1.25,1992,4077,3
1072,339789,360,1.25,1943,4128,4
1073,339789,360,1.25,1999,4119,5
1074,339789,360,6.25,1033,2134,0
1075,339789,360,6.25,979,2117,1
1076,339789,360,6.25,1009,2175,2
1077,339789,360,6.25,1026,2168,3
1078,339789,360,6.25,1013,2043,4
1079,339789,360,6.25,1003,2164,5
1080,339789,420,0.01,3625,7792,0
1081,339789,420,0.01,3693,7886,1
1082,339789,420,0.01,3837,7988,2
1083,339789,420,0.01,3605,7870,3
1084,339789,420,0.01,3749,7866,4
1085,339789,420,0.01,3720,7841,5
1086,339789,420,0.05,3443,7752,0
1087,339789,420,0.05,3366,7516,1
1088,339789,420,0.05,3459,7301,2
1089,339789,420,0.05,3472,7579,3
1090,339789,420,0.05,3458,7451,4
1091,339789,420,0.05,3399,7660,5
1092,339789,420,0.25,2832,6221,0
1093,339789,420,0.25,2840,6281,1
1094,339789,420,0.25,2925,6233,2
1095,339789,420,0.25,2921,6203,3
1096,339789,420,0.25,2904,6139,4
1097,339789,420,0.25,2797,6152,5
1098,339789,420,1.25,1799,3913,0
1099,339789,420,1.25,1868,3772,1
1100,339789,420,1.25,1811,3894,2
1101,339789,420,1.25,1843,3761,3
1102,339789,420,1.25,1854,3861,4
1103,339789,420,1.25,1881,3907,5
1104,339789,420,6.25,965,1998,0
1105,339789,420,6.25,975,1984,1
1106,339789,420,6.25,922,2060,2
1107,339789,420,6.25,917,1994,3
1108,339789,420,6.25,972,1977,4
1109,339789,420,6.25,960,2065,5
1110,339789,480,0.01,3431,7494,0
1111,339789,480,0.01,3362,7406,1
1112,339789,480,0.01,3470,7512,2
1113,339789,480,0.01,3443,7559,3
1114,339789,480,0.01,3403,7318,4
1115,339789,480,0.01,3422,7459,5
1116,339789,480,0.05,3239,7169,0
1117,339789,480,0.05,3324,7130,1
1118,339789,480,0.05,3226,7187,2
1119,339789,480,0.05,3192,7028,3
1120,339789,480,0.05,3368,7154,4
1121,339789,480,0.05,3267,7291,5
1122,339789,480,0.25,2724,5938,0
1123,339789,480,0.25,2657,5833,1
1124,339789,480,0.25,2771,5840,2
1125,339789,480,0.25,2599,5932,3
1126,339789,480,0.25,2680,5947,4
1127,339789,480,0.25,2705,5975,5
1128,339789,480,1.25,1639,3685,0
1129,339789,480,1.25,1765,3667,1
1130,339789,480,1.25,1726,3786,2
1131,339789,480,1.25,1652,3769,3
1132,339789,480,1.25,1649,3759,4
1133,339789,480,1.25,1675,3616,5
1134,339789,480,6.25,891,1893,0
1135,339789,480,6.25,868,1961,1
1136,339789,480,6.25,879,1960,2
1137,339789,480,6.25,912,1898,3
1138,339789,480,6.25,866,1922,4
1139,339789,480,6.25,874,1986,5
1140,339789,540,0.01,3259,7078,0
1141,339789,540,0.01,3280,7085,1
1142,339789,540,0.01,3241,6945,2
1143,339789,540,0.01,3197,7140,3
1144,339789,540,0.01,3162,7047,4
1145,339789,540,0.01,3199,6942,5
1146,339789,540,0.05,3057,6682,0
1147,339789,540,0.05,3130,6683,1
1148,339789,540,0.05,3004,6674,2
1149,339789,540,0.05,3020,6795,3
1150,339789,540,0.05,3075,6701,4
1151,339789,540,0.05,3129,6796,5
1152,339789,540,0.25,2554,5600,0
1153,339789,540,0.25,2565,5652,1
1154,339789,540,0.25,2548,5563,2
1155,339789,540,0.25,2587,5534,3
1156,339789,540,0.25,2484,5584,4
1157,339789,540,0.25,2424,5618,5
1158,339789,540,1.25,1589,3518,0
1159,339789,540,1.25,1603,3613,1
1160,339789,540,1.25,1530,3612,2
1161,339789,540,1.25,1600,3581,3
1162,339789,540,1.25,1583,3516,4
1163,339789,540,1.25,1616,3480,5
1164,339789,540,6.25,870,1821,0
1165,339789,540,6.25,841,1903,1
1166,339789,540,6.25,821,1884,2
1167,339789,540,6.25,849,1811,3
1168,339789,540,6.25,803,1855,4
1169,339789,540,6.25,875,1811,5
1170,339789,600,0.01,2988,6648,0
1171,339789,600,0.01,3016,6666,1
1172,339789,600,0.01,2979,6570,2
1173,339789,600,0.01,3138,6540,3
1174,339789,600,0.01,3113,6603,4
1175,339789,600,0.01,3038,6699,5
1176,339789,600,0.05,2831,6245,0
1177,339789,600,0.05,2926,6233,1
1178,339789,600,0.05,2875,6306,2
1179,339789,600,0.05,2832,6255,3
1180,339789,600,0.05,2867,6369,4
1181,339789,600,0.05,2971,6331,5
1182,339789,600,0.25,2426,5451,0
1183,339789,600,0.25,2335,5208,1
1184,339789,600,0.25,2379,5304,2
1185,339789,600,0.25,2363,5266,3
1186,339789,600,0.25,2382,5276,4
1187,339789,600,0.25,2427,5296,5
1188,339789,600,1.25,1571,3217,0
1189,339789,600,1.25,1526,3311,1
1190,339789,600,1.25,1479,3409,2
1191,339789,600,1.25,1482,3288,3
1192,339789,600,1.25,1534,3274,4
1193,339789,600,1.25,1555,3346,5
1194,339789,600,6.25,875,1696,0
1195,339789,600,6.25,782,1774,1
1196,339789,600,6.25,767,1745,2
1197,339789,600,6.25,746,1656,3
1198,339789,600,6.25,744,1759,4
1199,339789,600,6.25,770,1807,5
1200,339789,660,0.01,2846,6086,0
1201,339789,660,0.01,2886,6285,1
1202,339789,660,0.01,2825,6132,2
1203,339789,660,0.01,2871,6306,3
1204,339789,660,0.01,2793,6175,4
1205,339789,660,0.01,2817,6299,5
1206,339789,660,0.05,2621,5948,0
1207,339789,660,0.05,2740,5901,1
1208,339789,660,0.05,2679,5896,2
1209,339789,660,0.05,2680,6027,3
1210,339789,660,0.05,2756,5915,4
1211,339789,660,0.05,2652,5992,5
1212,339789,660,0.25,2234,4987,0
1213,339789,660,0.25,2214,5007,1
1214,339789,660,0.25,2203,5007,2
1215,339789,660,0.25,2236,5094,3
1216,339789,660,0.25,2236,4898,4
1217,339789,660,0.25,2211,4887,5
1218,339789,660,1.25,1449,3168,0
1219,339789,660,1.25,1438,3090,1
1220,339789,660,1.25,1428,3125,2
1221,339789,660,1.25,1381,3115,3
1222,339789,660,1.25,1427,3198,4
1223,339789,660,1.25,1454,3107,5
1224,339789,660,6.25,765,1667,0
